date,set,index,item-name,category,amazon-link,amazon-price,amazon-discounted-price,amazon-rating,amazon-total-ratings
18_10_2022,PM,1,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",All Mobile Phones,https://www.amazon.in/Samsung-Galaxy-Storage-6000mAh-Battery/dp/B0B4F2TTTS/ref=sr_1_2?keywords=Samsung+Galaxy+M13+%28Aqua+Green%2C+4GB%2C+64GB+Storage%29+%7C+6000mAh+Battery+%7C+Upto+8GB+RAM+with+RAM+Plus&qid=1665852194&qu=eyJxc2MiOiIwLjc3IiwicXNhIjoiMC41MSIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-2,14999,9999,4.0,"5,598"
18_10_2022,PM,4,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",All Mobile Phones,https://www.amazon.in/Samsung-Midnight-Storage-6000mAh-Battery/dp/B0B4F52B5X/ref=sr_1_2?keywords=Samsung+Galaxy+M13+%28Midnight+Blue%2C+4GB%2C+64GB+Storage%29+%7C+6000mAh+Battery+%7C+Upto+8GB+RAM+with+RAM+Plus&qid=1665852203&qu=eyJxc2MiOiIxLjgzIiwicXNhIjoiMS4yNiIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-2,14999,9999,4.0,"5,598"
18_10_2022,PM,17,"ASUS Vivobook 15, 15.6"" (39.62 cm) FHD, AMD Dual Core Ryzen 3 3200U, Thin and Light Laptop (8GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.68 Kg), X512DA-BQ301WS",Laptops,https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-X512DA-BQ301WS/dp/B0BBVV47J9/ref=sr_1_4?keywords=ASUS+Vivobook+15%2C+15.6%22+%2839.62+cm%29+FHD%2C+AMD+Dual+Core+Ryzen+3+3200U%2C+Thin+and+Light+Laptop+%288GB%2F256GB+SSD%2FIntegrated+Graphics%2FWindows+11%2FOffice+2021%2FSilver%2F1.68+Kg%29%2C+X512DA-BQ301WS&qid=1665852222&qu=eyJxc2MiOiIwLjIwIiwicXNhIjoiMC40MiIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-4,48990,32400,4.0,226
18_10_2022,PM,18,"Honor MagicBook X 15, Intel Core i3-10110U / 15.6 inch (39.62 cm) Thin and Light Laptop (8GB/256GB PCIe SSD/Windows 10/Aluminium Metal Body/1.56Kg), Silver/Gray,(BohrBR-WAI9A)",Laptops,https://www.amazon.in/Honor-MagicBook-i3-10110U-Aluminium-BohrBR-WAI9A/dp/B09VPV28W3/ref=sr_1_6?keywords=Honor+MagicBook+X+15%2C+Intel+Core+i3-10110U+%2F+15.6+inch+%2839.62+cm%29+Thin+and+Light+Laptop+%288GB%2F256GB+PCIe+SSD%2FWindows+10%2FAluminium+Metal+Body%2F1.56Kg%29%2C+Silver%2FGray%2C%28BohrBR-WAI9A%29&qid=1665852226&qu=eyJxc2MiOiIwLjUwIiwicXNhIjoiMC4zNCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-6,49999,29990,4.2,457
18_10_2022,PM,20,"HP 15s, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Touch Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/1.41 Kg, 15s- fq5111TU",Laptops,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-15s-fq5111TU/dp/B0B6F5V23N/ref=sr_1_3?keywords=HP+15s%2C+12th+Gen+Intel+Core+i5+8GB+RAM%2F512GB+SSD+15.6-inch%2839.6+cm%29+Micro-Edge+Anti-Glare+FHD+Touch+Laptop%2FIntel+Iris+Xe+Graphics%2FAlexa%2FDual+Speakers%2FWin+11%2FMSO+2021%2F1.41+Kg%2C+15s-+fq5111TU&qid=1665852234&qu=eyJxc2MiOiIwLjg5IiwicXNhIjoiMC41OSIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-3,67832,56999,4.2,562
18_10_2022,PM,21,Mi 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Televisions,https://www.amazon.in/inches-Ready-Smart-Android-L32M7-5AIN/dp/B0B6F7LX4C/ref=sr_1_3?keywords=Mi+80+cm+%2832+inches%29+5A+Series+HD+Ready+Smart+Android+LED+TV+L32M7-5AIN+%28Black%29&qid=1665852238&qu=eyJxc2MiOiIwLjQ5IiwicXNhIjoiMC4xNyIsInFzcCI6IjEuMDAifQ%3D%3D&sr=8-3,24999,12999,4.3,"44,103"
18_10_2022,PM,24,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Televisions,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTQzNzE0OTc0MjA4ODk6MTY2NTg1MjI0NjpzcF9hdGY6MjAwNzgzODM5MjMxOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FSamsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy%2Fdp%2FB09F6S8BT6%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DSamsung%2B80%2Bcm%2B%252832%2BInches%2529%2BWondertainment%2BSeries%2BHD%2BReady%2BLED%2BSmart%2BTV%2BUA32T4340BKXXL%2B%2528Glossy%2BBlack%2529%26qid%3D1665852246%26qu%3DeyJxc2MiOiIwLjY0IiwicXNhIjoiMC4xMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-2-spons%26psc%3D1,22900,13490,4.3,"15,641"
18_10_2022,PM,25,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),Televisions,https://www.amazon.in/Redmi-inches-Ultra-Android-L43R7-7AIN/dp/B09RFC46VP/ref=sr_1_3?keywords=Redmi+108+cm+%2843+inches%29+4K+Ultra+HD+Android+Smart+LED+TV+X43+%7C+L43R7-7AIN+%28Black%29&qid=1665852250&qu=eyJxc2MiOiIwLjUwIiwicXNhIjoiMC4zMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-3,42999,24999,4.2,"36,462"
18_10_2022,PM,26,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),Televisions,https://www.amazon.in/Redmi-inches-Ultra-Android-L50M6-RA/dp/B08Y55LPBF/ref=sr_1_3?keywords=Redmi+126+cm+%2850+inches%29+4K+Ultra+HD+Android+Smart+LED+TV+X50+%7C+L50M6-RA+%28Black%29&qid=1665852254&qu=eyJxc2MiOiIwLjQxIiwicXNhIjoiMC4yNSIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-3,44999,28999,4.2,"36,462"
18_10_2022,PM,27,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Televisions,https://www.amazon.in/OnePlus-inches-Smart-Android-Black/dp/B09Q5P2MT3/ref=sr_1_3?keywords=OnePlus+108+cm+%2843+inches%29+Y+Series+Full+HD+Smart+Android+LED+TV+43+Y1S+%28Black%29&qid=1665852258&qu=eyJxc2MiOiIxLjIzIiwicXNhIjoiMC42OCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-3,31999,21999,4.2,"28,005"
